generator,bus,carrier,p_nom,marginal_cost,capital_cost,co2_emissions,color,nice_name
PL1 0 offwind-dc,PL1 0,offwind-dc,0.0,0.015,207343.3224290117,0.0,#74c6f2,Offshore Wind (DC)
PL1 0 oil,PL1 0,oil,50.94845224943512,148.85714285714286,37870.8074066883,0.26,#262626,Oil
PL1 0 onwind,PL1 0,onwind,6266.69,0.015,96085.88801996628,0.0,#235ebc,Onshore Wind
PL1 0 ror,PL1 0,ror,182.40036877954398,0.0,299140.2249292296,0.0,#4adbc8,Run of River
PL1 0 solar,PL1 0,solar,3935.74,0.009999999999999998,35602.07124380446,0.0,#f9d002,Solar
PT1 0 CCGT,PT1 0,CCGT,4145.0,38.87669736560293,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
PT1 0 OCGT,PT1 0,OCGT,24.0,53.524390243902445,45095.4415151225,0.2,#d35050,Open-Cycle Gas
PT1 0 offwind-ac,PT1 0,offwind-ac,4460.18873614281,0.015,185034.00994052453,0.0,#6895dd,Offshore Wind (AC)
PT1 0 onwind,PT1 0,onwind,5213.640675318431,0.015000000000000001,96085.8880199663,0.0,#235ebc,Onshore Wind
PT1 0 ror,PT1 0,ror,2638.5,0.0,299140.22492922953,0.0,#4adbc8,Run of River
PT1 0 solar,PT1 0,solar,1025.44,0.010000000000000002,35602.07124380446,0.0,#f9d002,Solar
RO1 0 CCGT,RO1 0,CCGT,280.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
RO1 0 OCGT,RO1 0,OCGT,71.0,53.524390243902445,45095.4415151225,0.2,#d35050,Open-Cycle Gas
RO1 0 coal,RO1 0,coal,55.31621739379046,28.196969696969695,349976.5536298572,0.34,#707070,Coal
RO1 0 lignite,RO1 0,lignite,2167.0287103483956,12.287878787878787,349976.5536298572,0.41,#9e5a01,Lignite
RO1 0 nuclear,RO1 0,nuclear,1300.0,11.378787878787879,706772.616768959,0.0,#ff9000,Nuclear
RO1 0 offwind-ac,RO1 0,offwind-ac,1633.8770923038674,0.015,189875.6821960122,0.0,#6895dd,Offshore Wind (AC)
RO1 0 offwind-dc,RO1 0,offwind-dc,0.0,0.015,205947.84790048003,0.0,#74c6f2,Offshore Wind (DC)
RO1 0 onwind,RO1 0,onwind,3022.5200000000004,0.015000000000000001,96085.88801996627,0.0,#235ebc,Onshore Wind
RO1 0 ror,RO1 0,ror,870.45,0.0,299140.2249292296,0.0,#4adbc8,Run of River
RO1 0 solar,RO1 0,solar,1386.7099999999998,0.010000000000000002,35602.07124380444,0.0,#f9d002,Solar
RS1 0 CCGT,RS1 0,CCGT,455.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
RS1 0 OCGT,RS1 0,OCGT,110.0,53.524390243902445,45095.4415151225,0.2,#d35050,Open-Cycle Gas
RS1 0 lignite,RS1 0,lignite,1831.3697952135803,12.287878787878787,349976.5536298572,0.41,#9e5a01,Lignite
RS1 0 onwind,RS1 0,onwind,396.99029371464,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind
RS1 0 ror,RS1 0,ror,1708.3999999999999,0.0,299140.2249292296,0.0,#4adbc8,Run of River
RS1 0 solar,RS1 0,solar,28.67370850828083,0.01,35602.07124380444,0.0,#f9d002,Solar
SE2 0 CCGT,SE2 0,CCGT,906.0,38.85517241379311,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
SE2 0 OCGT,SE2 0,OCGT,467.0,53.524390243902445,45095.4415151225,0.2,#d35050,Open-Cycle Gas
SE2 0 biomass,SE2 0,biomass,220.0,14.893617021276597,278083.0653560446,0.0,#0c6013,Biomass
SE2 0 nuclear,SE2 0,nuclear,4661.0,11.378787878787879,706772.616768959,0.0,#ff9000,Nuclear
SE2 0 offwind-ac,SE2 0,offwind-ac,55700.96945258416,0.015,195084.66126491805,0.0,#6895dd,Offshore Wind (AC)
SE2 0 offwind-dc,SE2 0,offwind-dc,25.375,0.015000000000000003,219781.711655608,0.0,#74c6f2,Offshore Wind (DC)
SE2 0 onwind,SE2 0,onwind,13259.69,0.014999999999999993,96085.8880199663,0.0,#235ebc,Onshore Wind
SE2 0 ror,SE2 0,ror,1776.0,0.0,299140.2249292296,0.0,#4adbc8,Run of River
SE2 0 solar,SE2 0,solar,1417.15,0.01,35602.07124380445,0.0,#f9d002,Solar
SI1 0 CCGT,SI1 0,CCGT,434.0,63.402586206896565,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
SI1 0 lignite,SI1 0,lignite,1005.4221835230782,12.287878787878787,349976.5536298572,0.41,#9e5a01,Lignite
SI1 0 nuclear,SI1 0,nuclear,696.0,11.378787878787879,706772.616768959,0.0,#ff9000,Nuclear
SI1 0 offwind-ac,SI1 0,offwind-ac,147.35455141388252,0.015,187167.00028988093,0.0,#6895dd,Offshore Wind (AC)
SI1 0 onwind,SI1 0,onwind,5.35,0.015,96085.8880199663,0.0,#235ebc,Onshore Wind
SI1 0 ror,SI1 0,ror,912.2750000000001,0.0,299140.2249292296,0.0,#4adbc8,Run of River
SI1 0 solar,SI1 0,solar,266.81,0.01,35602.07124380445,0.0,#f9d002,Solar
SK1 0 CCGT,SK1 0,CCGT,728.0,60.97966101694917,99027.72929315244,0.2,#b20101,Combined-Cycle Gas
SK1 0 OCGT,SK1 0,OCGT,50.0,53.524390243902445,45095.4415151225,0.2,#d35050,Open-Cycle Gas
SK1 0 coal,SK1 0,coal,263.6739695770679,28.196969696969695,349976.5536298572,0.34,#707070,Coal
SK1 0 lignite,SK1 0,lignite,285.86336179063943,12.287878787878787,349976.5536298572,0.41,#9e5a01,Lignite
SK1 0 nuclear,SK1 0,nuclear,1940.0,11.378787878787879,706772.616768959,0.0,#ff9000,Nuclear
SK1 0 onwind,SK1 0,onwind,3.636216400797939,0.015000000000000003,96085.8880199663,0.0,#235ebc,Onshore Wind
SK1 0 ror,SK1 0,ror,1363.4599999999998,0.0,299140.2249292296,0.0,#4adbc8,Run of River
SK1 0 solar,SK1 0,solar,592.9,0.010000000000000002,35602.07124380445,0.0,#f9d002,Solar
